"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lumensyvyys [cm]","Sademäärä [mm]","Ilman keskilämpötila [°C]"
"Rovaniemi Apukka","2024","4","30","03:00","31","0.2","1.6"
"Rovaniemi Apukka","2024","5","1","03:00","28","0.2","3.6"
"Rovaniemi Apukka","2024","5","2","03:00","24","4.2","3.1"
"Rovaniemi Apukka","2024","5","3","03:00","20","1.7","4.7"
"Rovaniemi Apukka","2024","5","4","03:00","13","-1","4"
"Rovaniemi Apukka","2024","5","5","03:00","2","-1","1"
"Rovaniemi Apukka","2024","5","6","03:00","2","-1","0.5"
"Rovaniemi Apukka","2024","5","7","03:00","-1","-1","0.2"
"Rovaniemi Apukka","2024","5","8","03:00","-1","-1","-0.2"
"Rovaniemi Apukka","2024","5","9","03:00","-1","2.8","1.5"
"Rovaniemi Apukka","2024","5","10","03:00","2","0.2","1.9"
"Rovaniemi Apukka","2024","5","11","03:00","-1","-1","4.6"
"Rovaniemi Apukka","2024","5","12","03:00","-1","0.3","5.4"
"Rovaniemi Apukka","2024","5","13","03:00","-1","0.2","8.2"
"Rovaniemi Apukka","2024","5","14","03:00","-1","0.2","11"
"Rovaniemi Apukka","2024","5","15","03:00","-1","1.9","10.3"
"Rovaniemi Apukka","2024","5","16","03:00","-1","-1","8"
"Rovaniemi Apukka","2024","5","17","03:00","-1","-1","13.1"
"Rovaniemi Apukka","2024","5","18","03:00","-1","0.2","15.5"
"Rovaniemi Apukka","2024","5","19","03:00","-1","0.6","9.7"
"Rovaniemi Apukka","2024","5","20","03:00","-1","-1","5.3"
"Rovaniemi Apukka","2024","5","21","03:00","-1","-1","4.5"
"Rovaniemi Apukka","2024","5","22","03:00","-1","-1","7.6"
"Rovaniemi Apukka","2024","5","23","03:00","-1","-1","14"
"Rovaniemi Apukka","2024","5","24","03:00","-1","-1","15.2"
"Rovaniemi Apukka","2024","5","25","03:00","-1","-1","8.6"
"Rovaniemi Apukka","2024","5","26","03:00","-1","-1","12.8"
"Rovaniemi Apukka","2024","5","27","03:00","-1","-1","18.9"
"Rovaniemi Apukka","2024","5","28","03:00","-1","-1","18.1"
"Rovaniemi Apukka","2024","5","29","03:00","-1","0.2","18.4"
"Rovaniemi Apukka","2024","5","30","03:00","-1","-1","16.6"
"Rovaniemi Apukka","2024","5","31","03:00","-1","-1","20"
"Rovaniemi Apukka","2024","6","1","03:00","-1","-1","19.2"
"Rovaniemi Apukka","2024","6","2","03:00","-1","6.9","17.4"
"Rovaniemi Apukka","2024","6","3","03:00","-1","1.4","17.1"
"Rovaniemi Apukka","2024","6","4","03:00","-1","3.2","14.2"
"Rovaniemi Apukka","2024","6","5","03:00","-1","-1","18"
"Rovaniemi Apukka","2024","6","6","03:00","-1","7.2","17.3"
"Rovaniemi Apukka","2024","6","7","03:00","-1","-1","12.3"
"Rovaniemi Apukka","2024","6","8","03:00","-1","-1","13.7"
"Rovaniemi Apukka","2024","6","9","03:00","-1","1.1","12.7"
"Rovaniemi Apukka","2024","6","10","03:00","-1","1","10.2"
"Rovaniemi Apukka","2024","6","11","03:00","-1","0.3","11.4"
"Rovaniemi Apukka","2024","6","12","03:00","-1","1","11.4"
"Rovaniemi Apukka","2024","6","13","03:00","-1","0.2","13.6"
"Rovaniemi Apukka","2024","6","14","03:00","-1","16.4","13.6"
"Rovaniemi Apukka","2024","6","15","03:00","-1","5.3","11.8"
"Rovaniemi Apukka","2024","6","16","03:00","-1","0.3","14.8"
"Rovaniemi Apukka","2024","6","17","03:00","-1","0.3","15.1"
"Rovaniemi Apukka","2024","6","18","03:00","-1","2.2","16.8"
"Rovaniemi Apukka","2024","6","19","03:00","-1","0.9","14"
"Rovaniemi Apukka","2024","6","20","03:00","-1","-1","13.2"
"Rovaniemi Apukka","2024","6","21","03:00","-1","0.5","12.3"
"Rovaniemi Apukka","2024","6","22","03:00","-1","-1","13.4"
"Rovaniemi Apukka","2024","6","23","03:00","-1","0.8","15.3"
"Rovaniemi Apukka","2024","6","24","03:00","-1","2.9","15.4"
"Rovaniemi Apukka","2024","6","25","03:00","-1","-1","17.4"
"Rovaniemi Apukka","2024","6","26","03:00","-1","2.5","17.2"
"Rovaniemi Apukka","2024","6","27","03:00","-1","-1","16.6"
"Rovaniemi Apukka","2024","6","28","03:00","-1","-1","21.8"
"Rovaniemi Apukka","2024","6","29","03:00","-1","5.1","18.6"
"Rovaniemi Apukka","2024","6","30","03:00","-1","-1","16.1"
"Rovaniemi Apukka","2024","7","1","03:00","-1","1.7","14.6"
"Rovaniemi Apukka","2024","7","2","03:00","-1","7.4","14.5"
"Rovaniemi Apukka","2024","7","3","03:00","-1","-1","14.1"
"Rovaniemi Apukka","2024","7","4","03:00","-1","3.1","16.5"
"Rovaniemi Apukka","2024","7","5","03:00","-1","13.8","14.6"
"Rovaniemi Apukka","2024","7","6","03:00","-1","5.2","14.9"
"Rovaniemi Apukka","2024","7","7","03:00","-1","17.8","13.5"
"Rovaniemi Apukka","2024","7","8","03:00","-1","0.3","14.8"
"Rovaniemi Apukka","2024","7","9","03:00","-1","1.4","14.7"
"Rovaniemi Apukka","2024","7","10","03:00","-1","-1","15.9"
"Rovaniemi Apukka","2024","7","11","03:00","-1","21","14.3"
"Rovaniemi Apukka","2024","7","12","03:00","-1","6.2","16.8"
"Rovaniemi Apukka","2024","7","13","03:00","-1","-1","16.1"
"Rovaniemi Apukka","2024","7","14","03:00","-1","-1","14.2"
"Rovaniemi Apukka","2024","7","15","03:00","-1","-1","17.1"
"Rovaniemi Apukka","2024","7","16","03:00","-1","0.4","18.2"
"Rovaniemi Apukka","2024","7","17","03:00","-1","-1","17.8"
"Rovaniemi Apukka","2024","7","18","03:00","-1","1.9","19.6"
"Rovaniemi Apukka","2024","7","19","03:00","-1","0.8","17.8"
"Rovaniemi Apukka","2024","7","20","03:00","-1","-1","18.9"
"Rovaniemi Apukka","2024","7","21","03:00","-1","-1","17.8"
"Rovaniemi Apukka","2024","7","22","03:00","-1","-1","18.6"
"Rovaniemi Apukka","2024","7","23","03:00","-1","-1","19.4"
"Rovaniemi Apukka","2024","7","24","03:00","-1","-1","20.1"
"Rovaniemi Apukka","2024","7","25","03:00","-1","-1","20.7"
"Rovaniemi Apukka","2024","7","26","03:00","-1","2.6","21.2"
"Rovaniemi Apukka","2024","7","27","03:00","-1","7.4","20.2"
"Rovaniemi Apukka","2024","7","28","03:00","-1","13.2","17.5"
"Rovaniemi Apukka","2024","7","29","03:00","-1","-1","17.7"
"Rovaniemi Apukka","2024","7","30","03:00","-1","8.6","14.6"
"Rovaniemi Apukka","2024","7","31","03:00","-1","1.5","13.9"
"Rovaniemi Apukka","2024","8","1","03:00","-1","1.7","14.3"
"Rovaniemi Apukka","2024","8","2","03:00","-1","0.7","16.3"
"Rovaniemi Apukka","2024","8","3","03:00","-1","-1","16.9"
"Rovaniemi Apukka","2024","8","4","03:00","-1","-1","16.1"
"Rovaniemi Apukka","2024","8","5","03:00","-1","-1","16.1"
"Rovaniemi Apukka","2024","8","6","03:00","-1","-1","15.3"
"Rovaniemi Apukka","2024","8","7","03:00","-1","-1","14.6"
"Rovaniemi Apukka","2024","8","8","03:00","-1","-1","14.7"
"Rovaniemi Apukka","2024","8","9","03:00","-1","0.1","17.6"
"Rovaniemi Apukka","2024","8","10","03:00","-1","0.4","18.4"
"Rovaniemi Apukka","2024","8","11","03:00","-1","12.8","16.4"
"Rovaniemi Apukka","2024","8","12","03:00","-1","-1","17.3"
"Rovaniemi Apukka","2024","8","13","03:00","-1","-1","16.5"
"Rovaniemi Apukka","2024","8","14","03:00","-1","-1","16.8"
"Rovaniemi Apukka","2024","8","15","03:00","-1","1.6","18.2"
"Rovaniemi Apukka","2024","8","16","03:00","-1","1.8","16.3"
"Rovaniemi Apukka","2024","8","17","03:00","-1","-1","13.7"
"Rovaniemi Apukka","2024","8","18","03:00","-1","1.4","13.7"
"Rovaniemi Apukka","2024","8","19","03:00","-1","7.3","11.5"
"Rovaniemi Apukka","2024","8","20","03:00","-1","-1","12.9"
"Rovaniemi Apukka","2024","8","21","03:00","-1","-1","15.5"
"Rovaniemi Apukka","2024","8","22","03:00","-1","0.3","17.3"
"Rovaniemi Apukka","2024","8","23","03:00","-1","1","17"
"Rovaniemi Apukka","2024","8","24","03:00","-1","5.5","14.7"
"Rovaniemi Apukka","2024","8","25","03:00","-1","19.3","12.8"
"Rovaniemi Apukka","2024","8","26","03:00","-1","11.1","13.8"
"Rovaniemi Apukka","2024","8","27","03:00","-1","-1","12.9"
"Rovaniemi Apukka","2024","8","28","03:00","-1","-1","11.7"
"Rovaniemi Apukka","2024","8","29","03:00","-1","-1","14.5"
"Rovaniemi Apukka","2024","8","30","03:00","-1","16.1","15.4"
"Rovaniemi Apukka","2024","8","31","03:00","-1","-1","15.2"
"Rovaniemi Apukka","2024","9","1","03:00","-1","-1","13.4"
"Rovaniemi Apukka","2024","9","2","03:00","-1","-1","13.5"
"Rovaniemi Apukka","2024","9","3","03:00","-1","2.6","14.6"
"Rovaniemi Apukka","2024","9","4","03:00","-1","0.4","14.2"
"Rovaniemi Apukka","2024","9","5","03:00","-1","-1","16.6"
"Rovaniemi Apukka","2024","9","6","03:00","-1","-1","16.6"
"Rovaniemi Apukka","2024","9","7","03:00","-1","0.5","16.9"
"Rovaniemi Apukka","2024","9","8","03:00","-1","-1","14.8"
"Rovaniemi Apukka","2024","9","9","03:00","-1","-1","17.6"
"Rovaniemi Apukka","2024","9","10","03:00","-1","0.1","18.1"
"Rovaniemi Apukka","2024","9","11","03:00","-1","1.7","16"
"Rovaniemi Apukka","2024","9","12","03:00","-1","0.8","14.5"
"Rovaniemi Apukka","2024","9","13","03:00","-1","4.2","10.9"
"Rovaniemi Apukka","2024","9","14","03:00","-1","0.1","9.6"
"Rovaniemi Apukka","2024","9","15","03:00","-1","0.1","8"
"Rovaniemi Apukka","2024","9","16","03:00","-1","0.1","9.1"
"Rovaniemi Apukka","2024","9","17","03:00","-1","-1","10.7"
"Rovaniemi Apukka","2024","9","18","03:00","-1","0.6","12"
"Rovaniemi Apukka","2024","9","19","03:00","-1","-1","14.1"
"Rovaniemi Apukka","2024","9","20","03:00","-1","-1","7.1"
"Rovaniemi Apukka","2024","9","21","03:00","-1","-1","4.4"
"Rovaniemi Apukka","2024","9","22","03:00","-1","-1","2.8"
"Rovaniemi Apukka","2024","9","23","03:00","-1","7.3","3.3"
"Rovaniemi Apukka","2024","9","24","03:00","-1","22.4","9.2"
"Rovaniemi Apukka","2024","9","25","03:00","-1","11","11.7"
"Rovaniemi Apukka","2024","9","26","03:00","-1","4.5","9.2"
"Rovaniemi Apukka","2024","9","27","03:00","-1","9.4","4.5"
"Rovaniemi Apukka","2024","9","28","03:00","-1","-1","3.8"
"Rovaniemi Apukka","2024","9","29","03:00","-1","-1","2.8"
"Rovaniemi Apukka","2024","9","30","03:00","-1","-1","3.2"
"Rovaniemi Apukka","2024","10","1","03:00","-1","-1","5.5"
"Rovaniemi Apukka","2024","10","2","03:00","-1","-1","0.6"
"Rovaniemi Apukka","2024","10","3","03:00","-1","0.9","1.5"
"Rovaniemi Apukka","2024","10","4","03:00","-1","1","4.7"
"Rovaniemi Apukka","2024","10","5","03:00","-1","-1","0"
"Rovaniemi Apukka","2024","10","6","03:00","-1","-1","-1.2"
"Rovaniemi Apukka","2024","10","7","03:00","-1","-1","-1.6"
"Rovaniemi Apukka","2024","10","8","03:00","-1","-1","-2.2"
"Rovaniemi Apukka","2024","10","9","03:00","-1","11.7","2"
"Rovaniemi Apukka","2024","10","10","03:00","4","9.7","2.8"
"Rovaniemi Apukka","2024","10","11","03:00","-1","3.7","5.5"
"Rovaniemi Apukka","2024","10","12","03:00","-1","0.5","1.1"
"Rovaniemi Apukka","2024","10","13","03:00","-1","0.1","2.9"
"Rovaniemi Apukka","2024","10","14","03:00","-1","1.1","3.5"
"Rovaniemi Apukka","2024","10","15","03:00","-1","-1","1.9"
"Rovaniemi Apukka","2024","10","16","03:00","-1","0.8","-0.2"
"Rovaniemi Apukka","2024","10","17","03:00","-1","-1","5.4"
"Rovaniemi Apukka","2024","10","18","03:00","-1","-1","8.4"
"Rovaniemi Apukka","2024","10","19","03:00","-1","1.5","8.8"
"Rovaniemi Apukka","2024","10","20","03:00","-1","2.3","8.7"
"Rovaniemi Apukka","2024","10","21","03:00","-1","7.7","9.5"
"Rovaniemi Apukka","2024","10","22","03:00","-1","-1","7.1"
"Rovaniemi Apukka","2024","10","23","03:00","-1","-1","3"
"Rovaniemi Apukka","2024","10","24","03:00","-1","0.2","0"
"Rovaniemi Apukka","2024","10","25","03:00","-1","-1","5.5"
"Rovaniemi Apukka","2024","10","26","03:00","-1","-1","1.2"
"Rovaniemi Apukka","2024","10","27","03:00","-1","11.5","3.2"
"Rovaniemi Apukka","2024","10","28","02:00","-1","-1","3.4"
"Rovaniemi Apukka","2024","10","29","02:00","-1","3.2","-1.8"
"Rovaniemi Apukka","2024","10","30","02:00","6","0.4","-0.6"
"Rovaniemi Apukka","2024","10","31","02:00","5","-1","-6.7"
"Rovaniemi Apukka","2024","11","1","02:00","5","3.6","-8.2"
"Rovaniemi Apukka","2024","11","2","02:00","13","-1","-7.8"
"Rovaniemi Apukka","2024","11","3","02:00","10","-1","-11.2"
"Rovaniemi Apukka","2024","11","4","02:00","9","0.4","-6"
"Rovaniemi Apukka","2024","11","5","02:00","10","1.6","-3.7"
"Rovaniemi Apukka","2024","11","6","02:00","12","0.5","1.3"
"Rovaniemi Apukka","2024","11","7","02:00","8","-1","1.6"
"Rovaniemi Apukka","2024","11","8","02:00","8","-1","5"
"Rovaniemi Apukka","2024","11","9","02:00","5","-1","2.1"
"Rovaniemi Apukka","2024","11","10","02:00","5","0.2","-4.7"
"Rovaniemi Apukka","2024","11","11","02:00","4","0.7","0.5"
"Rovaniemi Apukka","2024","11","12","02:00","4","-1","-1.7"
"Rovaniemi Apukka","2024","11","13","02:00","4","1.2","2.4"
"Rovaniemi Apukka","2024","11","14","02:00","-1","-1","-0.8"
"Rovaniemi Apukka","2024","11","15","02:00","2","2.1","0.4"
"Rovaniemi Apukka","2024","11","16","02:00","-1","4.3","0.8"
"Rovaniemi Apukka","2024","11","17","02:00","2","-1","-2.6"
"Rovaniemi Apukka","2024","11","18","02:00","2","1.8","-2.2"
"Rovaniemi Apukka","2024","11","19","02:00","5","0.8","-4"
"Rovaniemi Apukka","2024","11","20","02:00","8","0.1","-7.5"
"Rovaniemi Apukka","2024","11","21","02:00","8","1.4","-7.1"
"Rovaniemi Apukka","2024","11","22","02:00","9","-1","-6.1"
"Rovaniemi Apukka","2024","11","23","02:00","10","0.4","-4.5"
"Rovaniemi Apukka","2024","11","24","02:00","9","2.4","-7.1"
"Rovaniemi Apukka","2024","11","25","02:00","11","3.5","0.2"
"Rovaniemi Apukka","2024","11","26","02:00","11","0.4","0.4"
"Rovaniemi Apukka","2024","11","27","02:00","8","-1","-14.1"
"Rovaniemi Apukka","2024","11","28","02:00","9","0.3","-13.1"
"Rovaniemi Apukka","2024","11","29","02:00","10","-1","-4.1"
"Rovaniemi Apukka","2024","11","30","02:00","10","-1","-13.5"
"Rovaniemi Apukka","2024","12","1","02:00","11","10.9","-3.2"
"Rovaniemi Apukka","2024","12","2","02:00","7","1","0.2"
"Rovaniemi Apukka","2024","12","3","02:00","7","0.7","-10.2"
"Rovaniemi Apukka","2024","12","4","02:00","7","1","-14"
"Rovaniemi Apukka","2024","12","5","02:00","8","1.1","-5.5"
"Rovaniemi Apukka","2024","12","6","02:00","10","2.3","-3.2"
"Rovaniemi Apukka","2024","12","7","02:00","12","1.1","-1.4"
"Rovaniemi Apukka","2024","12","8","02:00","14","2","-1.5"
"Rovaniemi Apukka","2024","12","9","02:00","13","1.1","-5.5"
"Rovaniemi Apukka","2024","12","10","02:00","14","-1","1.3"
"Rovaniemi Apukka","2024","12","11","02:00","15","-1","-1.7"
"Rovaniemi Apukka","2024","12","12","02:00","14","-1","-8.6"
"Rovaniemi Apukka","2024","12","13","02:00","14","-1","-18"
"Rovaniemi Apukka","2024","12","14","02:00","15","-1","-22.9"
"Rovaniemi Apukka","2024","12","15","02:00","15","1.7","-23.9"
"Rovaniemi Apukka","2024","12","16","02:00","15","2.5","-11.7"
"Rovaniemi Apukka","2024","12","17","02:00","17","-1","-18.8"
"Rovaniemi Apukka","2024","12","18","02:00","17","1","-22.9"
"Rovaniemi Apukka","2024","12","19","02:00","18","6.7","-11.9"
"Rovaniemi Apukka","2024","12","20","02:00","29","0.6","-9.4"
"Rovaniemi Apukka","2024","12","21","02:00","30","0.3","-7"
"Rovaniemi Apukka","2024","12","22","02:00","29","0.6","-12.6"
"Rovaniemi Apukka","2024","12","23","02:00","28","-1","-17.8"
"Rovaniemi Apukka","2024","12","24","02:00","28","0.5","-16.4"
"Rovaniemi Apukka","2024","12","25","02:00","28","2.9","-0.2"
"Rovaniemi Apukka","2024","12","26","02:00","29","-1","1.8"
"Rovaniemi Apukka","2024","12","27","02:00","28","-1","0.7"
"Rovaniemi Apukka","2024","12","28","02:00","28","-1","-4.6"
"Rovaniemi Apukka","2024","12","29","02:00","27","0.1","0.1"
"Rovaniemi Apukka","2024","12","30","02:00","28","3.5","-4.8"
"Rovaniemi Apukka","2024","12","31","02:00","28","0.1","-4.2"
